Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score
28,67,8,60,0,3,65
21,94,8,90,1,4,71
22,92,7,52,1,3,68
7,79,9,85,0,2,62
13,94,7,70,1,3,68
25,70,7,79,3,3,68
22,61,7,80,3,3,67
19,85,7,86,0,2,67
23,78,6,60,2,4,70
30,83,4,77,0,4,69
19,96,7,71,2,3,70
20,99,8,64,1,2,69
21,85,5,75,1,2,70
34,91,9,98,0,4,72
7,63,5,97,1,2,59
24,66,6,64,0,4,64
19,89,10,94,0,1,72
23,77,8,94,0,3,70
16,78,7,62,0,1,63
20,72,7,80,1,3,66
24,84,9,93,3,4,72
39,67,5,76,2,4,71
25,85,9,68,1,3,71
15,67,6,83,3,3,62
17,63,8,59,1,1,62
17,73,6,58,4,1,64
9,69,10,92,2,3,65
18,96,7,52,1,4,68
24,62,5,90,0,3,67
12,67,8,65,1,3,61
26,82,9,74,2,5,68
23,79,9,77,1,3,68
16,62,7,88,1,1,62
19,60,8,94,1,3,62
30,100,6,90,0,2,74
24,86,8,79,0,4,68
20,75,8,67,1,4,66
19,79,4,76,1,3,67
20,71,5,52,1,3,65
17,74,7,62,2,4,66
7,86,7,68,5,4,67
32,95,7,66,5,3,76
21,67,7,55,2,3,66
22,94,9,53,1,3,68
20,65,8,71,2,3,63
16,69,4,54,4,4,65
19,61,10,64,3,3,63
10,66,4,74,2,2,59
34,97,8,60,2,4,74
13,78,5,54,2,3,62
14,63,9,72,3,4,59
17,98,7,72,0,3,71
28,95,8,96,1,3,73
20,90,4,56,0,1,68
13,97,8,81,3,1,68
28,69,8,66,0,6,66
24,93,8,56,1,3,69
23,88,8,70,2,4,70
24,95,7,71,1,3,74
34,92,7,68,0,5,75
33,74,6,88,2,3,71
16,91,6,92,2,3,71
30,70,9,57,1,4,65
22,73,6,58,1,3,65
23,64,4,71,2,1,65
10,97,6,66,2,2,67
19,72,8,91,1,4,67
15,81,7,100,1,3,67
25,76,8,59,4,4,71
26,98,4,88,1,1,72
8,73,4,80,0,4,62
20,91,7,82,0,4,70
27,94,9,63,0,4,72
19,77,4,55,0,4,64
24,75,8,77,1,1,66
22,90,9,81,0,4,69
22,97,7,98,0,0,71
18,90,8,84,2,3,68
13,69,7,72,2,2,63
13,96,7,100,4,3,71
24,76,8,69,3,1,65
20,83,10,58,0,1,66
19,93,6,81,2,3,68
17,68,7,63,0,3,61
18,91,6,96,2,3,71
26,84,7,71,0,2,70
18,96,7,57,1,3,66
12,67,9,57,0,2,61
24,77,9,82,1,2,67
19,93,8,68,1,3,72
20,61,9,68,1,3,65
30,64,6,81,3,2,68
20,100,6,61,3,4,70
22,71,8,57,1,4,63
13,99,7,83,1,4,69
19,67,10,50,0,3,62
24,74,4,95,1,4,71
11,90,8,59,1,4,64
21,86,8,72,0,3,69
21,83,6,61,2,3,71
20,81,6,61,0,4,63
26,94,6,92,1,3,72
22,69,5,79,1,3,66
29,78,9,66,2,4,69
14,66,10,63,0,3,60
21,84,6,61,1,4,68
21,70,6,78,3,2,65
14,73,5,87,2,4,67
26,79,5,63,0,2,66
34,61,6,67,1,2,68
20,64,9,86,0,4,63
23,87,10,87,1,3,73
21,77,6,60,1,3,66
16,95,6,69,2,3,67
9,88,5,93,2,4,66
16,60,8,87,0,5,60
12,85,8,58,1,3,67
30,64,7,69,3,4,67
19,91,6,99,0,2,70
18,100,9,76,1,2,69
25,81,8,86,1,3,68
13,87,8,55,1,3,67
15,69,8,92,0,1,63
20,78,7,80,2,3,70
26,94,6,59,4,3,71
23,67,8,69,1,2,67
21,71,8,54,1,3,64
20,78,8,89,0,4,66
22,88,5,87,1,3,70
21,75,8,75,1,2,65
14,97,7,73,2,3,68
20,64,6,73,3,5,65
14,75,8,52,3,1,65
20,88,7,68,0,4,69
17,69,10,56,1,4,63
35,86,8,59,2,2,70
20,67,7,98,1,4,64
12,62,7,63,1,4,62
19,65,5,74,1,3,66
23,97,9,94,2,3,73
30,82,7,71,3,3,72
16,92,7,76,0,2,68
11,73,5,58,0,4,62
25,84,8,64,2,4,67
12,80,6,75,1,4,62
17,98,6,68,2,3,72
18,90,7,52,2,2,67
20,89,6,70,1,3,68
24,62,6,91,2,3,65
16,82,7,56,0,1,79
18,79,9,51,2,3,66
20,97,8,56,1,2,68
21,70,8,84,1,3,65
21,71,8,90,3,4,67
23,76,6,52,3,4,67
25,70,9,94,1,4,67
22,65,4,81,5,4,68
23,94,8,76,3,3,72
11,82,8,63,1,5,65
20,94,7,69,0,3,65
23,93,6,97,1,2,70
24,71,7,96,2,2,67
16,82,6,81,1,4,68
16,63,8,79,2,3,63
17,97,8,61,2,2,68
23,76,8,98,0,2,69
26,76,8,88,2,4,66
18,72,8,69,2,4,64
25,78,8,91,3,4,69
21,70,6,61,1,3,62
19,75,5,61,0,3,65
19,92,7,90,1,2,70
24,93,8,78,1,4,72
22,72,5,78,1,3,66
34,79,7,79,3,2,70
15,95,9,56,3,1,67
23,62,7,67,1,4,65
17,96,9,79,3,2,68
15,69,9,62,2,3,62
20,87,7,75,1,3,68
21,83,6,78,2,3,69
38,82,6,97,2,3,72
19,94,7,62,0,3,65
13,64,5,72,2,2,63
22,74,5,99,0,2,68
8,82,4,59,1,2,62
19,92,7,89,0,2,69
20,69,10,59,2,4,65
25,92,4,93,3,2,74
26,76,7,74,4,3,70
17,68,7,99,2,3,65
19,90,7,59,3,3,70
15,64,9,84,0,3,59
13,81,6,85,1,3,63
22,63,4,86,0,4,64
12,74,6,55,0,3,63
18,84,6,64,2,2,67
14,82,4,67,1,4,65
23,76,7,66,2,3,67
31,77,5,84,2,5,73
12,69,7,53,2,3,64
9,78,6,87,0,3,65
19,98,5,76,2,3,72
20,94,8,59,3,4,72
21,66,7,61,2,2,66
17,61,7,55,1,2,62
19,97,8,73,2,1,68
22,81,7,80,1,3,67
26,82,7,79,1,2,69
8,91,6,98,1,3,67
18,73,5,65,1,3,63
21,79,7,88,0,4,65
14,99,6,86,2,4,71
30,87,8,53,1,1,70
16,66,7,97,5,3,68
20,65,8,97,0,3,65
23,68,6,70,4,2,68
16,91,5,71,2,3,69
9,72,10,91,1,2,62
17,61,7,75,2,4,62
26,98,8,90,1,2,72
18,67,5,52,0,4,64
15,60,7,63,0,1,58
26,69,9,55,1,3,66
18,69,5,73,1,4,64
17,77,10,93,3,1,68
21,97,7,78,0,3,69
25,95,6,76,1,5,71
34,78,8,68,1,2,71
25,76,9,53,0,3,67
27,82,6,88,2,3,71
17,70,6,79,2,3,64
14,62,7,97,0,1,62
20,98,8,72,1,4,70
21,67,7,70,2,2,63
14,68,8,99,0,3,66
19,79,8,57,2,3,65
22,80,7,63,1,3,69
22,61,6,74,1,3,63
23,66,7,76,1,2,64
22,75,10,77,2,2,66
17,87,7,61,4,3,67
17,69,9,96,2,3,66
13,77,6,85,2,4,65
31,82,7,63,2,2,72
20,96,8,65,0,2,70
19,73,9,94,1,1,67
14,65,9,69,4,3,64
38,80,5,78,1,4,72
14,90,9,56,0,4,65
17,64,10,63,0,3,62
22,77,6,71,3,4,67
24,61,6,83,0,3,64
26,61,7,64,0,3,63
31,79,7,98,1,2,72
23,72,6,61,1,5,66
14,94,5,89,0,1,70
18,84,9,68,0,2,66
22,78,6,92,1,3,70
32,76,6,96,0,2,67
12,80,7,59,1,2,64
27,62,5,75,2,2,67
21,96,5,58,0,4,72
25,100,6,85,1,3,72
19,67,8,92,2,5,68
15,65,7,69,1,3,64
25,66,4,70,1,3,66
24,86,9,60,0,3,68
26,86,8,65,0,4,66
20,94,7,66,1,1,70
16,90,7,58,1,4,70
11,78,8,65,0,2,62
25,85,10,95,0,1,69
23,88,8,66,2,2,69
14,81,7,64,2,4,66
17,79,5,69,4,3,68
17,86,7,98,2,5,71
11,82,8,88,1,2,64
15,86,7,60,2,3,67
13,85,6,88,2,3,68
18,89,8,88,0,1,67
16,86,6,98,1,3,68
10,81,8,95,5,3,69
32,87,6,55,0,3,71
28,78,4,73,3,4,68
15,70,6,85,0,2,65
22,60,7,99,1,3,63
23,82,8,54,0,1,65
27,84,8,68,3,2,72
15,99,5,75,2,1,67
27,74,7,71,1,3,69
17,76,6,73,3,3,67
12,68,6,68,2,4,64
24,63,6,99,0,3,62
28,91,7,90,2,3,71
36,70,10,87,2,3,70
13,84,10,71,1,3,64
24,88,6,94,0,2,69
18,79,7,55,1,3,65
25,95,7,57,2,2,73
11,78,7,98,2,3,64
12,71,8,78,2,2,64
15,96,7,58,3,4,70
20,94,6,97,2,5,70
16,67,9,99,2,2,64
24,61,5,94,3,2,64
26,64,7,62,3,2,66
24,71,5,64,1,3,66
30,99,5,70,2,4,74
22,82,8,79,2,1,69
13,75,6,100,1,3,67
28,96,4,98,5,5,73
16,78,6,96,0,1,66
25,73,6,54,2,4,67
29,98,5,88,3,2,75
23,94,8,94,2,2,73
11,94,5,67,2,5,67
14,80,6,61,0,4,65
28,92,7,87,1,1,71
19,67,6,55,1,4,63
20,83,6,97,2,4,68
25,99,6,58,0,4,72
24,72,5,73,2,2,67
22,92,6,99,1,4,71
19,80,8,99,1,4,67
18,62,6,89,0,3,66
25,91,7,92,3,5,72
23,67,9,98,2,0,64
18,85,8,96,0,3,68
26,63,5,81,0,2,65
19,98,8,87,1,4,74
15,72,9,80,4,4,65
15,69,6,75,2,2,63
14,65,5,94,5,3,65
18,98,6,87,0,1,70
27,88,7,93,0,4,71
15,90,8,55,1,1,66
21,80,6,79,2,3,69
16,79,4,66,2,2,67
18,64,5,76,1,4,64
11,82,8,81,2,2,67
19,70,10,92,1,4,67
19,99,7,52,1,4,70
23,92,9,58,2,1,71
21,77,5,96,2,5,68
13,66,6,98,1,2,65
27,91,4,53,1,3,70
21,65,8,67,1,4,64
21,68,6,50,3,4,67
20,68,8,88,5,3,63
17,82,6,84,2,3,65
21,91,10,78,2,2,70
23,73,10,85,1,3,67
10,63,4,77,3,3,60
17,79,8,62,1,3,64
18,90,6,88,1,1,65
22,69,8,89,0,5,64
27,69,5,93,1,4,67
15,98,9,98,0,3,71
17,98,9,87,0,3,69
17,100,5,53,1,4,70
15,92,7,51,1,3,69
18,68,7,87,3,4,69
25,68,8,53,2,3,64
14,74,7,66,0,3,63
23,73,8,57,3,2,67
10,98,7,98,0,3,66
17,92,8,66,2,3,69
18,89,5,53,5,4,69
30,67,7,97,2,3,69
18,96,9,80,1,3,72
7,93,9,52,1,3,65
8,67,7,92,0,2,63
20,95,7,58,1,4,69
24,71,9,90,3,3,69
22,63,7,80,2,2,64
21,86,9,59,2,3,69
27,86,7,88,1,3,72
17,64,7,73,1,4,62
25,73,5,82,1,3,66
10,100,5,93,2,1,65
15,87,8,63,0,3,69
9,89,10,68,1,3,65
18,69,7,100,3,2,67
20,63,7,75,2,2,63
21,71,9,78,2,4,66
20,70,8,64,0,3,61
14,69,4,71,1,4,64
19,68,8,75,1,4,64
11,83,5,63,2,3,65
28,73,7,62,3,3,68
18,93,6,80,1,3,69
17,67,6,59,0,3,61
30,79,7,78,3,2,72
13,61,8,85,4,3,61
13,79,7,60,1,4,66
13,62,9,87,1,1,60
20,99,9,68,1,3,69
23,92,9,100,1,2,72
24,80,7,99,2,2,69
35,63,6,90,0,3,71
7,84,7,67,1,3,64
24,90,9,97,3,4,71
17,68,9,100,1,3,64
16,83,4,73,3,3,67
16,93,7,81,2,3,67
15,91,4,50,1,3,66
30,92,7,52,3,4,73
25,95,6,75,1,4,73
20,98,6,80,0,2,70
28,76,8,66,5,4,70
11,83,6,55,0,4,62
12,92,7,89,1,2,68
7,88,6,71,0,3,65
16,100,7,82,2,2,73
21,61,8,83,1,3,65
21,74,6,77,0,3,66
21,71,8,59,3,3,64
12,70,7,81,0,3,63
25,69,7,66,0,3,62
21,88,6,91,0,4,70
24,63,8,60,3,3,65
9,90,8,65,0,5,64
22,88,7,72,4,2,70
13,70,7,87,1,5,62
18,70,8,86,5,2,67
23,85,8,67,1,3,66
21,90,7,76,2,3,74
15,95,9,62,2,3,69
20,94,8,89,0,4,70
11,99,10,60,1,1,68
27,83,5,91,3,2,70
19,96,8,97,3,2,71
27,92,9,100,2,0,73
17,96,9,93,3,2,69
17,60,7,61,1,4,61
15,99,5,71,0,2,68
25,79,9,54,1,2,66
16,92,6,58,0,4,67
24,65,7,52,1,1,64
18,76,10,82,1,4,67
8,71,5,77,0,4,61
17,72,8,96,2,3,65
13,65,6,73,0,3,62
20,92,6,82,0,5,69
13,60,7,70,1,3,61
26,73,8,91,4,5,69
19,67,8,96,1,3,64
19,84,9,72,1,3,65
24,70,6,54,1,1,64
26,70,5,58,1,3,68
20,80,6,86,1,3,67
15,86,8,66,0,5,68
9,65,7,89,2,4,61
16,67,4,87,5,4,69
16,70,4,85,0,3,64
21,99,7,91,3,4,74
18,76,8,88,1,4,66
24,84,6,82,1,2,68
16,70,8,50,3,3,65
20,80,5,76,0,3,66
27,63,7,80,2,2,66
22,61,7,98,3,2,65
20,79,8,83,3,4,67
16,76,5,79,0,4,65
16,65,5,77,1,3,63
15,88,8,55,1,2,67
17,100,5,71,2,4,70
25,76,6,57,0,3,68
19,85,9,53,1,3,66
12,99,7,66,3,1,67
31,93,8,82,2,1,72
22,79,8,93,0,2,68
12,89,8,91,1,2,66
17,65,7,65,0,4,62
21,80,6,52,1,4,65
30,71,10,70,3,4,67
13,66,7,66,3,2,62
26,77,7,69,1,3,66
28,65,8,78,1,3,67
16,88,6,52,2,3,68
18,78,6,69,1,4,66
14,81,9,78,0,4,68
19,66,6,72,2,5,62
20,66,8,83,1,2,64
24,83,8,59,1,3,68
27,99,7,58,2,2,71
16,64,7,65,2,4,63
8,71,8,55,1,2,62
20,95,7,62,1,3,69
22,63,4,54,0,3,62
21,95,9,70,3,3,71
18,81,6,86,3,4,69
21,76,7,64,1,2,66
29,72,5,50,0,4,64
22,72,6,78,1,3,65
18,72,6,85,1,1,68
17,95,7,70,1,3,69
19,89,6,65,2,3,68
30,87,10,75,3,4,71
19,92,7,55,1,5,66
20,70,8,82,2,3,65
17,85,7,87,1,1,68
27,78,8,85,0,3,72
32,91,4,66,3,2,75
23,72,6,92,2,3,67
20,86,6,97,1,2,67
20,95,6,65,2,3,70
6,76,8,63,5,3,64
24,63,8,85,1,3,65
21,81,7,85,1,3,68
23,74,7,76,1,2,67
16,87,10,96,1,1,66
18,98,7,57,0,1,69
18,79,4,74,2,1,64
26,79,8,52,1,3,68
18,86,8,53,5,3,68
32,64,9,53,1,3,65
23,70,8,75,0,2,65
12,97,6,79,1,2,65
19,87,8,50,0,2,67
16,61,7,82,2,3,63
7,68,9,74,1,3,62
30,87,9,61,2,4,73
24,91,7,51,2,3,72
23,94,8,58,5,6,71
21,72,9,80,3,4,67
12,97,7,83,0,2,66
17,82,10,82,1,2,68
25,88,9,58,0,4,70
14,84,6,96,2,2,66
5,65,7,71,0,2,56
19,99,8,88,1,3,71
19,65,10,58,2,3,64
21,70,8,74,2,3,65
24,93,7,76,2,1,70
24,85,9,89,1,2,70
22,94,7,81,2,4,71
27,81,6,70,0,5,70
11,75,8,64,3,3,62
23,97,6,99,1,3,72
24,61,10,64,0,3,62
13,94,7,56,2,4,67
11,69,8,65,0,2,58
16,94,6,66,3,4,69
16,66,9,56,0,4,60
25,83,7,85,2,4,72
16,96,7,81,0,3,66
15,79,7,66,2,3,66
16,90,5,100,1,4,69
27,92,7,83,2,4,70
20,89,8,85,2,1,70
19,97,5,78,0,3,70
19,78,9,78,2,2,67
28,67,7,51,2,3,67
16,62,7,89,0,3,59
28,70,4,96,1,2,67
21,66,7,56,1,4,65
19,82,5,90,1,3,68
35,67,6,77,1,3,71
14,62,5,64,2,3,61
18,61,6,96,0,3,63
13,93,7,51,1,3,67
26,84,7,64,1,4,69
30,74,8,94,0,3,70
30,96,4,74,0,3,69
27,63,7,80,1,4,66
19,99,7,87,1,4,70
18,85,6,57,2,2,67
10,67,6,61,0,2,61
32,87,9,100,2,2,74
23,91,10,62,1,3,70
17,77,4,77,0,4,66
28,94,6,65,1,1,73
14,66,5,93,1,2,62
22,71,7,98,2,2,65
19,64,9,57,0,3,62
24,68,8,80,1,4,64
20,70,7,91,1,2,63
11,97,7,91,1,4,69
20,63,7,72,3,5,63
26,77,8,61,1,4,67
20,81,8,69,1,2,65
25,96,8,88,0,1,71
14,100,4,100,3,3,71
20,90,7,78,0,4,69
16,99,7,60,2,3,71
24,91,8,52,1,5,68
20,99,7,97,2,0,70
24,88,8,74,0,3,71
27,63,6,86,1,4,68
24,76,8,83,1,4,69
22,86,9,95,4,2,71
14,74,5,63,2,3,63
20,71,5,72,4,4,66
17,83,8,96,1,3,67
18,97,7,79,3,3,71
18,61,9,54,0,2,59
14,91,7,60,0,2,67
8,89,8,62,2,4,66
16,99,6,100,1,3,72
21,97,8,61,0,3,70
12,90,8,93,3,3,68
20,81,6,54,0,2,63
31,68,9,59,3,2,69
26,82,4,94,0,3,67
30,91,7,95,1,3,75
22,96,5,59,0,2,67
27,92,5,61,0,3,74
16,68,8,77,1,4,66
16,84,5,53,2,1,65
4,73,5,97,1,1,60
27,60,8,68,1,4,63
29,68,5,74,3,2,69
17,65,9,55,1,2,64
18,94,8,52,1,4,68
15,70,6,73,2,4,63
22,71,8,56,0,2,65
27,98,4,82,0,3,74
10,75,8,90,2,2,65
22,60,5,52,0,2,61
18,71,6,81,1,3,66
21,65,6,91,1,3,67
23,64,9,72,0,3,66
19,63,6,98,4,2,69
19,84,7,56,2,3,65
19,68,6,66,2,3,65
26,74,6,62,0,3,66
23,94,5,100,2,2,73
21,77,7,65,2,2,64
12,97,7,69,0,5,67
18,80,8,92,0,1,67
25,76,7,96,3,4,68
20,90,7,97,2,3,71
24,63,8,78,0,3,64
31,64,6,83,1,2,67
26,86,5,67,2,1,68
21,79,8,80,1,3,67
17,92,6,65,3,2,70
5,97,7,87,2,3,64
19,76,6,65,0,4,63
18,84,6,94,3,4,71
22,80,4,57,1,3,64
19,99,8,79,3,4,70
18,93,4,76,3,3,70
9,96,9,63,1,1,67
14,70,9,51,1,4,62
23,91,6,57,2,2,69
30,71,9,98,2,1,69
19,68,10,97,0,3,62
22,98,7,56,1,1,70
26,61,8,69,2,3,66
15,99,7,73,1,3,69
22,66,9,74,3,3,65
16,93,5,65,0,3,66
25,71,7,96,2,3,69
21,74,8,95,1,5,66
22,69,8,51,1,3,65
15,83,7,83,1,2,66
24,74,9,54,1,3,63
33,86,7,80,0,3,72
14,61,7,93,3,2,62
18,63,8,82,1,1,64
21,64,7,73,2,2,61
25,77,7,98,0,2,70
17,93,6,87,1,2,67
3,96,10,62,3,4,66
28,70,6,69,2,4,66
25,83,8,88,1,3,68
10,91,10,51,0,3,67
16,72,5,53,1,3,65
29,76,8,93,0,4,70
29,81,7,52,1,4,69
26,65,10,84,1,4,68
19,61,6,66,0,1,61
20,66,6,91,0,5,65
19,85,7,92,3,2,71
27,63,6,98,0,3,66
15,68,6,55,0,3,62
15,74,10,71,0,2,61
26,63,7,79,1,2,67
20,68,6,96,0,3,66
28,96,6,63,1,2,71
16,61,8,54,0,3,62
20,86,8,60,1,3,67
14,75,6,75,0,2,64
20,87,5,84,2,3,68
11,84,7,85,3,4,67
17,69,7,54,1,2,63
11,94,6,88,2,4,70
24,80,9,83,1,1,67
24,93,8,70,1,3,71
10,76,7,79,3,4,62
28,99,6,88,3,4,75
35,91,10,63,1,5,72
20,99,5,97,4,3,73
16,81,6,57,3,3,64
37,79,6,95,1,1,73
12,90,7,87,2,2,66
20,95,8,83,1,3,69
21,99,5,54,1,4,70
28,73,6,96,1,0,70
22,92,8,65,0,2,71
17,68,6,87,0,4,64
14,82,6,94,7,4,71
18,67,7,62,1,2,63
14,74,6,96,2,4,68
20,97,7,81,3,3,71
17,66,8,83,4,5,65
11,85,7,96,1,3,66
28,84,9,76,0,3,72
17,65,8,72,1,4,65
12,73,7,82,1,3,60
19,83,7,78,2,4,67
20,67,10,53,1,2,65
10,92,6,59,0,2,64
22,99,7,51,2,4,72
14,69,6,55,3,2,62
30,67,8,86,0,4,67
23,78,10,50,1,3,67
18,90,7,65,4,3,69
16,71,7,72,1,4,65
19,61,7,97,0,3,62
24,82,5,66,0,3,69
20,98,7,89,1,3,72
19,76,10,70,1,3,63
20,77,8,55,1,3,64
16,99,9,55,1,3,67
18,88,9,72,2,4,70
7,89,6,53,3,2,64
26,83,10,79,1,2,69
22,99,4,75,2,4,72
15,88,7,85,4,2,69
31,96,4,59,3,5,75
21,88,4,80,1,2,67
14,89,8,59,1,3,67
25,72,6,86,0,2,66
22,72,9,65,0,3,64
22,91,4,81,2,3,68
17,72,7,94,1,5,66
23,83,5,74,3,2,69
18,70,7,60,1,3,65
23,93,9,94,2,3,70
9,64,10,68,0,3,57
17,93,8,87,2,3,69
30,84,5,66,0,2,70
15,67,5,65,4,2,63
16,82,7,82,1,3,66
17,71,6,58,3,3,64
13,73,8,93,0,3,65
7,74,10,69,1,4,64
19,63,6,51,2,4,62
21,99,6,65,1,2,71
20,61,5,89,1,2,64
19,86,7,93,1,2,72
20,75,7,78,0,2,64
26,86,7,65,2,4,71
19,74,8,76,5,4,68
17,87,8,92,3,2,68
18,89,7,66,2,3,68
23,88,7,69,3,3,69
28,65,7,77,1,3,67
16,86,7,94,0,4,66
21,71,6,79,1,4,65
22,61,5,60,0,2,63
14,77,7,54,1,2,62
20,77,6,55,1,1,67
11,79,8,98,2,4,65
9,88,7,91,1,3,66
22,72,7,88,2,4,66
18,73,8,75,0,1,64
21,62,5,84,5,4,67
20,87,10,56,2,2,67
14,83,4,81,1,4,61
20,74,9,91,1,5,66
13,88,7,53,2,4,66
28,81,6,65,1,2,67
12,79,5,56,1,5,64
19,80,6,63,1,3,64
14,85,7,89,2,2,67
23,86,7,67,2,3,68
18,72,9,84,2,4,64
17,66,7,89,0,3,63
25,66,7,91,2,3,68
20,86,8,94,2,2,64
23,95,7,80,2,4,70
14,76,7,64,3,3,64
12,67,7,58,0,2,59
21,90,8,75,4,2,71
18,93,6,55,3,5,67
24,95,6,96,3,3,73
20,84,8,72,3,3,66
21,94,5,94,2,2,73
10,61,7,85,1,4,62
31,64,6,93,1,3,69
19,64,8,94,3,3,66
24,89,9,53,1,3,68
15,63,6,86,4,5,65
22,80,8,61,1,2,67
12,79,7,99,2,2,64
23,72,6,89,0,3,67
18,95,7,50,3,3,66
20,67,9,96,1,3,68
24,74,7,65,3,2,68
13,91,9,71,1,2,64
16,61,7,81,2,1,63
23,87,5,96,2,3,72
33,93,7,96,1,1,75
19,97,5,78,2,3,71
24,95,7,66,2,3,71
19,73,6,64,4,5,66
32,83,10,68,3,4,71
10,63,9,59,0,5,61
21,70,7,83,1,3,65
10,64,9,76,1,1,58
5,73,6,89,1,2,62
22,95,5,55,2,0,69
21,74,8,70,1,3,65
18,82,8,62,3,4,69
19,77,6,77,1,3,68
39,78,6,73,0,2,70
18,99,8,72,4,4,72
23,72,4,66,3,4,66
16,85,8,86,2,4,68
22,77,7,74,2,4,67
19,62,8,60,1,2,61
18,80,8,77,1,2,64
31,93,6,80,3,2,74
27,64,5,51,1,3,64
21,63,9,60,2,2,64
6,66,7,62,2,4,61
18,91,7,62,3,3,71
36,89,8,62,2,3,72
19,83,6,64,0,5,68
27,79,8,63,2,5,69
29,96,8,94,2,4,74
21,91,9,66,3,4,70
15,92,9,67,1,2,69
5,93,7,63,2,3,64
24,86,8,98,2,5,71
15,78,7,77,0,3,65
21,95,7,81,0,3,71
13,97,5,87,1,2,71
18,61,7,67,5,2,66
20,62,4,98,1,4,64
22,98,7,58,0,3,70
13,71,9,73,1,3,61
27,95,8,57,1,3,71
16,76,7,90,0,3,65
10,65,7,55,0,3,59
19,63,6,78,3,2,63
20,66,6,55,1,3,64
21,70,8,73,0,4,63
28,80,5,64,1,2,70
19,88,5,95,1,3,70
19,99,8,53,1,4,72
13,78,7,82,0,2,65
25,81,7,85,3,1,71
21,81,7,94,3,1,70
17,82,10,94,1,3,66
9,81,7,99,2,3,64
29,60,7,63,0,4,64
13,60,10,64,1,4,59
16,64,7,70,5,4,65
22,64,10,77,1,3,66
13,88,4,68,1,2,67
11,68,5,87,1,4,62
7,96,6,50,1,3,65
24,97,8,51,3,2,73
17,99,10,86,1,2,70
38,98,6,94,2,4,75
14,71,8,89,0,3,66
14,80,10,56,1,3,65
17,67,9,97,1,3,64
21,92,6,76,2,5,70
17,96,8,87,0,5,71
24,94,8,60,0,3,68
14,77,6,77,1,2,64
12,90,8,67,2,3,67
9,64,6,99,6,6,65
7,62,7,74,3,3,62
17,90,5,88,1,1,68
18,77,4,80,1,2,66
16,100,7,55,1,2,69
27,64,7,77,3,4,68
27,94,5,77,0,2,71
18,79,8,86,3,4,68
9,93,7,66,0,2,64
17,93,8,93,0,3,66
16,97,8,81,0,2,70
16,72,9,52,1,1,60
16,98,8,85,0,2,69
16,66,7,95,1,4,65
18,63,7,84,1,2,66
16,77,10,69,1,3,64
21,93,8,80,0,1,71
22,79,7,59,0,3,66
15,93,7,80,0,3,66
28,89,6,75,1,3,68
14,68,5,51,1,5,63
10,98,10,66,1,2,66
22,62,8,60,0,2,61
15,96,5,70,4,3,70
22,72,7,62,5,2,68
6,80,9,92,5,2,65
28,77,6,85,0,1,69
24,67,6,87,0,4,67
11,74,8,68,0,3,62
11,68,8,50,2,4,61
30,68,6,61,1,3,70
16,67,6,88,0,3,65
15,80,8,80,1,4,65
6,92,5,77,1,4,66
18,83,6,64,1,3,66
19,96,7,54,1,3,69
24,85,8,89,1,3,70
12,88,6,52,1,1,63
11,87,8,53,1,3,64
23,78,9,65,1,2,65
26,88,6,79,1,4,71
11,63,10,100,0,3,61
26,94,9,55,2,3,69
20,91,7,74,1,4,69
27,70,7,80,1,3,66
20,91,6,91,3,2,72
5,61,9,84,1,3,60
19,69,7,90,0,1,62
26,63,5,76,3,5,66
15,91,4,72,1,2,69
18,90,7,81,2,3,69
19,93,7,95,3,3,71
3,60,6,78,1,1,57
30,80,5,80,0,4,72
15,88,4,67,1,4,66
23,66,6,80,1,3,66
19,86,6,81,3,3,70
28,63,8,88,2,2,67
22,67,7,79,1,3,65
19,79,9,60,1,3,63
15,86,8,79,3,3,68
25,66,8,65,0,3,63
9,67,8,54,3,5,63
24,68,5,91,1,4,68
13,70,6,53,2,0,60
28,69,10,82,0,2,67
21,76,4,99,0,3,65
24,86,7,54,0,2,68
20,78,8,61,0,2,62
9,91,4,88,2,4,65
15,89,6,55,1,3,66
24,65,10,92,3,4,67
21,62,7,50,1,2,60
27,95,6,94,2,4,74
22,63,7,53,1,4,62
14,66,6,96,0,3,61
15,61,10,93,0,4,63
21,85,6,77,2,3,66
6,83,6,89,1,4,65
30,99,5,54,0,3,72
23,95,7,57,1,2,70
27,76,7,68,1,3,71
11,75,9,77,1,2,64
27,72,5,93,1,2,70
33,66,8,77,2,3,68
12,66,7,83,1,3,61
25,65,4,84,1,2,68
20,65,6,94,1,2,64
11,70,6,89,2,4,64
23,72,10,99,2,4,71
25,98,8,51,0,2,72
16,83,7,60,0,1,66
27,100,4,97,4,3,74
10,75,4,90,3,3,65
11,78,8,63,1,3,64
21,73,8,99,1,4,69
20,67,6,93,1,3,62
16,66,7,53,2,2,62
25,98,7,91,2,3,72
23,99,7,89,1,3,73
25,62,6,61,1,4,64
19,66,8,83,2,3,65
24,77,9,99,1,1,70
17,67,6,84,1,3,66
32,75,5,91,1,2,70
15,65,6,55,2,3,63
33,78,7,86,1,4,69
20,71,8,60,0,2,64
12,74,8,54,2,5,63
28,64,8,78,2,3,66
21,77,8,88,2,1,68
25,99,7,77,0,3,97
27,73,9,97,2,1,67
22,95,7,85,0,4,71
16,94,8,56,2,2,66
26,98,7,97,2,2,72
20,92,7,58,2,4,70
